입찰공고명,공고기관명,기초금액,개찰일자,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
24-K-해상기상관측부이 유지보수 용역,제9181부대,372082660,2024-06-21,318799429,85.167,2024-07-02,주식회사 씨텍,장필순,백상훈,부산광역시 사상구 모라로22-0 (모라동) 부산벤처타워 1509호
휴양시설  기숙사 민·관·군 개발운영 연구용역 ,국군복지단,58823520,2024-06-21,38677000,66.199,2024-06-24,주식회사 플랜에이디벨롭먼트,서은진,서은주,"서울특별시 영등포구 국제금융로8길25, 6층 607호 (여의도동, 주택건설회관)"
23-F-정비고 개보수 증축 통합배선 설치 용역,공군제19전투비행단,168180000,2024-06-25,148398440,87.999,2024-06-25,주식회사 나래넷츠,이용수,이용수,"경기도 부천시 석천로345, 304동 701호 (삼정동, 부천테크노파크)"
24~27년 얼음정수기 임차 용역,제5925부대,124200000,2024-06-25,108770050,87.751,2024-06-26,해오름컴퍼니,이필기,이필기,"서울특별시 마포구 신촌로196, 4층(염리동)"
24-015 24-1차 일반폐기물 위탁처리 용역,6112부대,37240000,2024-06-25,31490500,84.499,2024-06-25,주식회사 대영산업개발,최대성,최대성,경기도 화성시 서신면 해운로458번길2-0
국방과학기술 전문인력 소요분석 연구,국방부(운영지원과),0,2024-06-25,46200000,92.957,2024-07-09,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
함정 조명계통(LED) 교체 용역,해군군수사령부,360000000,2024-06-25,308886200,85.691,2024-06-25,주식회사 지엔이피에스,이창호,김민경,"전라남도 장성군 남면 나노산단2로106, 비동"
24-평 00숙소 유선TV방송 및 인터넷 설치 관리 용역,제9911부대,497363000,2024-06-25,425326802,86.469,2024-06-25,에스케이브로드밴드 주식회사,박진효,이창환,서울특별시 중구 퇴계로 24()
(24F201-A) 식자재 민간위탁배송 용역,국군재정관리단,371791490,2024-06-25,368135870,99.796,2024-06-25,(주)산양미트,이청우,심성보,강원도 원주시 소초면 송황유사길 23()
(24G025-H)출입통제체계 유지보수 용역,국군재정관리단,161900000,2024-06-25,141471599,87.747,2024-06-25,주식회사 반석시스템,김욱진,김욱진,"광주광역시 광산구 하남산단6번로57, 에이동512호 (오선동,케이비아이지식산업센터)"
24-N-덕트 청소용역,국군재정관리단,85410000,2024-06-25,75163030,87.996,2024-06-25,주식회사 성은종합환경,최영란,최영란,경기도 수원시 영통구 신원로55 (신동) 테크트리 영통 지식산업센터 612호
[24-육-128] 예비전력발전세미나 주제 연구(Ⅰ),육군본부,30000000,2024-06-26,29096400,96.798,2024-07-15,육군3사관학교 산학협력단,손창호,강민식,경상북도 영천시 고경면 호국로495-0
24~27년 가스식 식기세척기 임차용역,제5019부대,64800000,2024-06-26,57159950,87.748,2024-06-26,에스지원,김성진,오수경,"경기도 하남시 미사강변한강로135, 나동 0622호(망월동, 미사강변스카이폴리스)"
24~27년 전기식 식기세척기 임차용역,제5019부대,86400000,2024-06-26,75951209,88.084,2024-06-26,에이포하우스 주식회사,김홍민,김은미,서울특별시 성동구 성수일로77-0 (성수동1가) 서울숲IT밸리 15층 1509호
항공교통관제 시뮬레이터 유지보수 용역,해군군수사령부,133000000,2024-06-26,116552110,87.755,2024-06-26,셀코정보기술 주식회사,임윤정,임윤정,서울특별시 도봉구 도봉로169나길78(도봉동)
24년 전반기 옵셋인쇄기 롤러피복교체 외주정비 용역,국방출판지원단,13583350,2024-06-26,11985000,88.217,2024-06-26,주식회사 금성테크롤,전형갑,전형갑,경기도 광주시 도척면 다람로36번길31-8
(24G190-I) 정수기 임차 용역,국군재정관리단,128932941,2024-06-26,113092638,87.935,2024-06-26,큐어컴퍼니,이지행,이지행,강원특별자치도 횡성군 서원면 신평석화로905-0
24-M-사업장 비배출시설계폐기물 처리용역,국군재정관리단,236280000,2024-06-26,191020566,80.953,2024-06-26,주식회사 옹진해운,차태정,이후상,인천광역시 옹진군 연평면 연평로821번길75
24년 안전점검 및 내진성능평가 용역-1공구,제1862부대,144331000,2024-06-27,126430000,87.782,2024-06-27,주식회사 다담엔지니어링,가상현,이도영,강원특별자치도 원주시 양지로70 (반곡동)
24년 안전점검 및 내진성능평가 용역-2공구,제1862부대,155632000,2024-06-27,136330000,87.957,2024-06-27,주식회사 다담엔지니어링,가상현,이도영,강원특별자치도 원주시 양지로70 (반곡동)
24-M-00부대 조경관리 용역,국군재정관리단,165910000,2024-06-27,145627670,88.014,2024-06-27,주식회사 공감,이경희,이경희,"전라남도 함평군 함평읍 광남길83 ,3층"
(24F195-I) 보급부대 근무분야 민간위탁(경기 고양),국군재정관리단,1850355406,2024-06-27,1814000000,98.37,2024-06-27,공우이엔씨 주식회사,이한기,장동규,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)"
다락대훈련장 간이 갈등영향분석 연구용역(C037),제7군단,24904000,2024-06-28,23100000,93.512,2024-07-01,유한회사 갈등조정센터,백도현,백도현,"경기도 성남시 분당구 탄천상로164, A동 2층 247호(구미동, 시그마2오피스텔)"
민간 아웃소싱 시범사업을 위한 제도화 방안 연구,국방부(운영지원과),0,2024-06-28,79999000,100,2024-07-18,(사단) 한국정치학회,조화순,심장원,서울특별시 마포구 동교로183-11 (동교동) 한국정치학회빌딩 4층 한국정치학회
24-사고예방 영상콘텐츠 제작 용역,공군본부,35000000,2024-07-01,17600000,50.463,2024-07-01,주식회사 단군픽쳐스,조상환,조상환,"서울특별시 강서구 금낭화로51, 3층(방화동)"
패트리어트 전원공급체계 장비 외주정비 용역계약,공군 작사예하 방포사예하 제2여단,977352940,2024-07-01,904540000,92.937,2024-07-01,이화전기공업 주식회사,위종묵,배길홍,"서울특별시 강남구 논현로 746, 석호빌딩(논현동)"
공수지상종합훈련장 선행연구용역(특-24-용-28),특수전사령부,99984660,2024-07-02,87850000,87.747,2024-07-02,주식회사 대홍관리,김금자,장혜민,부산광역시 동구 중앙대로286번길9-0 (초량동) 306호
국제과학화전투경연대회 장비전시 부스 등 임차,육군과학화전투훈련단,153431372,2024-07-02,137320000,90.228,2024-07-02,토파즈,전인수,전인수,강원특별자치도 태백시 태백로1554-0 (문곡동) 2층 221호
24-Y-물탱크 청소 용역,연평부대,122501170,2024-07-02,108160500,87.801,2024-07-02,강원방역,이진선,이진선,"인천광역시 서구 봉오대로318번길23-0 (가정동, 하나아파트상가동3층10호)"
(24G024-H)조종훈련장비 유지보수 용역,국군재정관리단,103622380,2024-07-02,90735900,87.757,2024-07-02,청남정보통신 주식회사,박규대,박규대,대전광역시 서구 계룡로245번길40 2층 (월평동)
(24G033-H)IP전화기 유지보수 용역,국군재정관리단,96970580,2024-07-02,85695760,87.79,2024-07-02,셀코정보기술 주식회사,임윤정,임윤정,서울특별시 도봉구 도봉로169나길78(도봉동)
24~29년 얼음정수기 임차 용역,제2632부대,178494000,2024-07-03,155246470,87.751,2024-07-04,전주이야기,이인환,이인환,전북특별자치도 전주시 덕진구 노송여울2길154 (진북동)
2024년 군 급식 및 피복 만족도 조사,국방부(운영지원과),0,2024-07-05,45400000,90.987,2024-07-30,(주)더밸류업컨설팅,조희숙,박득민,서울특별시 강남구 논현로86길29 (역삼동) 3층
24- 간부숙소 및 구룡품안콘도 청소용역,계룡대근무지원단,668033290,2024-07-05,588511910,87.995,2024-07-05,주식회사 보성기업,황종길,소수정,부산광역시 해운대구 센텀중앙로90-0 (재송동) 본동 2312호
호국훈련 살수차량 위탁운영(C066),제7군단,49500000,2024-07-08,44992500,91.464,2024-07-08,주식회사 경원물류,이혜진,이혜진,"충청북도 청주시 흥덕구 풍년로206번길46, 비109호 (가경동, 오피스밸리)"
24년 국군수도병원 기계설비 성능점검 용역,국군수도병원,116237310,2024-07-08,101701820,87.756,2024-07-08,(주)우원티앤시,이선옥,이주희,"서울특별시 구로구 공원로71-0 (구로동, 구로신협빌딩)"
[24-육-150] 한  아세안 국제 군수 포럼 항공권 발권,육군본부,46906800,2024-07-09,41345640,87.817,2024-07-09,(주)탑투어,최성규,최성규,"전라남도 여수시 소라면 여순로133-1,2층"
[24-육-152] 육군 기획홍보영상 촬영 및 편집 용역,육군본부,20000000,2024-07-09,17557320,87.821,2024-07-09,주식회사 오로지스튜디오,윤혁진,김미린,"광주광역시 동구 백서로177, 2층(서석동)"
무기체계 시험평가 사고예방 안전매뉴얼 연구,국방부(운영지원과),0,2024-07-09,28000000,98.633,2024-07-23,계명대학교 산학협력단,김범준,정아름,"대구광역시 달서구 달구벌대로1095-0 (신당동, 계명대학교)"
자주도하장비 및 특수작전용경전술차량 시설연구용역,방위사업청(운영지원과),0,2024-07-09,52250000,95,2024-08-06,(주)에프오알엠도시건축공간연구소,권시형,양진,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
중소기업진흥 적용개발무기체계 적정군수지원방안연구,공군군수사령부,70462509,2024-07-10,56778690,79.977,2024-07-10,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
[24-육-149] 한  아세안 국제 군수 포럼 행사대행,육군본부,56466820,2024-07-10,49546217,87.803,2024-07-11,(주)경남종합개발,서경남,서경남,경기도 안산시 단원구 적금로65-0 (고잔동). 306호
00부대 주둔지 소규모환경영향평가 용역,육군제53보병사단,209513000,2024-07-10,181998000,87.746,2024-07-11,주식회사 대영엔지니어링,유병화,손성호,"경상남도 창원시 성산구 중앙대로 56(상남동, 양지프라자301-2호)"
00부대 주둔지 소규모재해영향평가 용역,육군제53보병사단,210000000,2024-07-10,182422000,87.779,2024-07-11,주식회사 보람엔지니어링건축사사무소,김현석,김욱진,"경상북도 구미시 수출대로152, (공단동) 지식산업센터 제2층 206호"
(24G215-A)군 의료요원 배상책임보험 용역,국군재정관리단,585000000,2024-07-11,281500000,48.238,2024-07-11,삼성화재해상보험 주식회사,이문화,황현정,서울특별시 서초구 서초대로74길14 (서초동)
24~25-D-별관 시스템에어컨(GHP) 연간 유지관리 용역,국군재정관리단,56700000,2024-07-11,49963520,87.999,2024-07-11,(주)우림에너지,최해숙,최해숙,"경기도 남양주시 경춘로982,4층 403호(금곡동,병지빌딩)"
전군 통합된 자살예방교육 교재 개발,국방부(운영지원과),0,2024-07-12,70000000,95.482,2024-07-25,주식회사 디에잇컴퍼니,김희진,김희진,"경기도 부천시 지봉로43, 비에이104호(역곡동, 카톨릭대학교 밤비노관)"
24-공군사관학교 4학년 생도 해외항법훈련 용역,공군사관학교,465421470,2024-07-15,457769570,98.355,2024-07-25,주식회사 글로벌에이케이,김찬영,임재훈,"서울특별시 강서구 하늘길38 (방화동, 김포국제공항), 2층 계류장측 281호"
24년 대구기지 특수건강진단 민간위탁 검진 용역,공군제11전투비행단,141255850,2024-07-15,124190000,87.91,2024-07-15,(사) 대한산업보건협회 대구지역본부,백헌기,권태규,대구광역시 달서구 성서공단로15길 40(19-15)
24년 드론봇챌린지 대회 행사 용역,육군교육사령부,55267190,2024-07-15,48635400,87.561,2024-07-26,에이스기획,최경희,김별,충청북도 청주시 서원구 청남로2097번길22-0 (수곡동)
24년 식기세척기 임차 용역,육군 제1군단,158400000,2024-07-15,139090900,88.531,2024-07-15,에스지원,김성진,오수경,"경기도 하남시 미사강변한강로135, 나동 0622호(망월동, 미사강변스카이폴리스)"
특수작전용대형기동헬기 기종결정 평가방안 연구,방위사업청(운영지원과),0,2024-07-15,33000000,94.285,2024-08-26,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
2024년 방산물자 현황분석 연구용역,방위사업청(운영지원과),0,2024-07-15,95907000,99.903,2024-09-02,국방기술품질원,신상범,진수빈,경상남도 진주시 동진로420 (충무공동)
군 복무가치 제고 방안 연구,국방부(운영지원과),0,2024-07-16,49500000,100,2024-08-13,(사단) 한국정치학회,조화순,심장원,서울특별시 마포구 동교로183-11 (동교동) 한국정치학회빌딩 4층 한국정치학회
24년 LynxFTD(모의비행장치) 유지보수 용역,해군군수사령부,127000000,2024-07-16,111224000,88.235,2024-07-16,MRO Tech(엠알오텍),안기수,안기수,"대구광역시 북구 영송로15, 2층 6210호 (태전동, 대구보건대학교 복지관)"
24-해병-SNS 영상 콘텐츠 제작 대행,제9691부대,40041170,2024-07-16,32061700,79.76,2024-07-16,주식회사 푸른잎커뮤니케이션,박정은,박정은,"서울특별시 마포구 성암로330, 404-1호(상암동, XR코워킹오피스)"
24-N-함정 복원력 모니터 시스템 구축,국군재정관리단,92870000,2024-07-16,81660970,88.404,2024-07-16,로즈사운드랩,최성환,최성환,"경기도 고양시 일산서구 대화1로12-6 (대화동, 해냄스토리) 2동 401호"
(24F101-A)식기세척기 임차용역 ,국군재정관리단,170147050,2024-07-16,149660500,88.484,2024-07-16,에스지원,김성진,김성진,"경기도 하남시 미사강변한강로135, 나동 0622호(망월동, 미사강변스카이폴리스)"
(24F104-I) 얼음정수기 임차 용역,국군재정관리단,190588235,2024-07-16,167030970,87.759,2024-07-16,워터즈,김범석,김범석,서울특별시 서초구 사임당로19길14-0 (서초동) 5동 3층호
24년 군량곡 민간위탁배송(육훈소),제6335부대,45603830,2024-07-17,43323630,95.184,2024-07-17,디에스케이글로넷 주식회사,정주비,임재혁,"경기도 화성시 효행로1068, 9층 910-1호 (병점동, 리더스프라자)"
잠수함(SS-I  II  III) 조종훈련장비 유지보수 용역,해군군수사령부,294000000,2024-07-17,253149000,86.96,2024-07-17,한양무선통신,최영복,최영복,경상남도 창원시 의창구 팔용로 399()
24-해병-전기안전관리자 선임 및 관리 운영 대행 용역,제9691부대,59313720,2024-07-17,53000000,89.287,2024-07-18,백상코퍼레이션(주),김중권,장경희,"서울특별시 마포구 마포대로 49(도화동, 성우빌딩)"
(24G110-A) 병영시설 민간 전문방제 위탁용역,국군재정관리단,93353480,2024-07-17,82483120,87.746,2024-07-17,주식회사 고주몽,강수지,강수지,경기도 안산시 상록구 당골4길1-0 (사동) 1층
24-성남시 고도제한 완화요구 공공갈등 관리방안 연구,공군본부,30000000,2024-07-18,23000000,76.566,2024-07-18,동국대학교 WISE캠퍼스 산학협력단,반상우,조희정,경상북도 경주시 동대로 123(석장동)
00부대 얼음정수기 임차 용역,육군 52보병사단,93960000,2024-07-18,83236000,87.764,2024-07-18,스마트엠,변해규,변해규,"강원특별자치도 원주시 현충로304, 205동 309호(태장동, 태봉우성2차아파트)"
유전자 감정장비 검/교정 용역,국방부유해발굴감식단,67067000,2024-07-19,64384100,96.039,2024-07-19,젠트리거,김승준,김승준,서울특별시 강서구 마곡중앙5로1길20 (마곡동) 520호
(24F209-A) 간부 피복 택배 용역,국군재정관리단,927443520,2024-07-22,927443520,98.896,2024-07-22,씨제이대한통운 주식회사,신영수,박찬호,"서울특별시 종로구 종로5길7, Tower 8"
00부대 지정폐기물(폐유) 처리 용역,육군제8971부대,158529411,2024-07-23,143495000,89.569,2024-07-23,주식회사 강우이앤이,양우지,박안라,"세종특별자치시  조치원읍 내창3길19, 202호"
국제과학화전투경연대회 영상장비 등 임차,육군과학화전투훈련단,279411764,2024-07-23,241271000,85.758,2024-07-24,주식회사 한국디엘피,황영식,황영식,경기도 하남시 초광로46번길128-0 (광암동)
24년 노후 냉난방기 종합세척 용역,육군학생군사학교,196078235,2024-07-23,171925950,87.746,2024-07-23,성동기업 주식회사,김백룡,지정옥,경기도 성남시 수정구 헌릉로890번길47-14 (복정동)
24년 급식 민간위탁배송(중앙조달 경남권),제6335부대,544760850,2024-07-23,516978000,94.327,2024-07-23,용마로지스주식회사,이종철,김성호,"경기도 김포시 고촌읍 아라육로78, 2동"
24년 급식 민간위탁배송(중앙조달 충청권),제6335부대,841605000,2024-07-23,779900000,92.197,2024-07-23,주식회사그린,황정실,전주현,경기도 여주시 대신면 여양로693-10
해상초계기 비행관리체계 유지보수 용역,해군군수사령부,82000000,2024-07-24,72155000,87.753,2024-07-24,다알시스 주식회사,최윤호,김소희,"경기도 수원시 권선구 일월천로4번길2, 4층(구운동, 씨지에스빌딩)"
24-A-00부대 물절약투자대행사업(WASCO  24-A122),국군재정관리단,0,2024-07-24,2870000000,70.051,2024-08-13,주식회사 도화엔지니어링,김덕구,성동주,서울특별시 강남구 삼성로 438(대치동)
24-A-00부대 물절약투자대행사업(WASCO  24-A121),국군재정관리단,0,2024-07-24,1093500000,70.006,2024-08-13,주식회사 건화,황규영,김동호,경기도 안양시 동안구 흥안대로427번길 38(관양동 954-6)
24-A-00부대 물절약투자대행사업(WASCO  24-A127),국군재정관리단,0,2024-07-24,947200000,70.007,2024-08-13,주식회사 건화,황규영,김동호,경기도 안양시 동안구 흥안대로427번길 38(관양동 954-6)
(24F213-A) 근무분야 민간위탁 용역,국군재정관리단,1082305210,2024-07-24,1060000000,98.339,2024-07-24,공우이엔씨 주식회사,이한기,장동규,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)"
24-유.무인복합전투체계중심 기지방어작전 수행방안 ,공군본부,43000000,2024-07-25,33970000,79.589,2024-07-25,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
24~'27년 얼음 정수기 임차 용역  ,제2621부대,217080000,2024-07-25,192792000,88,2024-07-25,주식회사 라온아띠,강세구,강세구,경기도 양주시 고읍남로191번길85-11 (광사동) 5층 라온아띠
‘24~27년 얼음 냉·온정수기 임차용역,육군 제1군단,124740000,2024-07-25,109135000,87.745,2024-07-25,제이앤씨컴퍼니,장성혜,장성혜,"경기도 여주시 가남읍 일신로38,101-204 (마이다스 연립)"
24-평 00아파트 시설물관리 용역,제9911부대,2243679000,2024-07-25,1973900000,88.048,2024-07-25,국제경보산업(주),정일영,박기조,서울특별시 금천구 벚꽃로244-0 (가산동) 13층 1308호
제8전투비행단 부대소개영상 제작 용역,공군 제8전투비행단,29411764,2024-07-26,15000000,51.5,2024-07-29,아이버,박진형,박진형,"세종특별자치시  노을3로92-0 (한솔동), 1동 2층 201호(하나프라자)"
항과고 제54기 국토순례 용역계약,공군교육사령부,38213000,2024-07-29,37440900,98.536,2024-07-29,썬투어 주식회사,주철우,주철우,"경상남도 김해시 함박로119번길21, 709호(외동, 메리어트빌딩)"
24년 청주기지 특수건강진단 민간위탁 용역,공군제17전투비행단,101282340,2024-07-29,89640690,88.258,2024-07-31,(사단)대한산업보건협회 충북지역본부,백헌기,노태광,충청북도 청주시 흥덕구 직지대로 397()
[24-육-121] UAV작전수행 복합비행장 운용 방안,육군본부,35058000,2024-07-29,34001000,96.388,2024-08-28,주식회사 한솔엔지니어링글로벌,김한용,김미진,서울특별시 송파구 올림픽로505-0 (풍납동)
24-해병-다자인 컨텐츠 제작 대행,제9691부대,31728430,2024-07-29,22605000,70.978,2024-07-29,주식회사 플라잉피그,김민,이진숙,서울특별시 금천구 벚꽃로36길30-0 (가산동) 가산KS타워 510~513호
24년도 일반지역 추가 제초용역,공군제18전투비행단,68797000,2024-07-30,60330080,87.747,2024-07-30,주식회사 건백림,이계천,이계천,"강원특별자치도 춘천시 안마산로214, 상가동 3층 1호 (퇴계동, 퇴계금호타운아파트)"
24-2차 지정폐기물 위탁처리 용역,육군제7789부대,84887110,2024-07-30,71606110,84.251,2024-07-30,부경산업(주),강인중,임슬기,"경기도 안산시 단원구 신원로91번길16-0 (성곡동, 부경산업(주))"
24-2차 지정폐기물 위탁처리 용역,육군제7789부대,84887110,2024-07-30,71606110,84.251,2024-07-30,부경산업(주),강인중,임슬기,"경기도 안산시 단원구 신원로91번길16-0 (성곡동, 부경산업(주))"
24-2차 일반폐기물 위탁처리 용역,육군제7789부대,84882700,2024-07-30,71745410,84.364,2024-08-01,주식회사 해든,황의선,김규성,전북특별자치도 익산시 여산면 여강로347-16
00부대 개발제한구역 관리계획 수립용역(특-24-용-31),특수전사령부,58527000,2024-07-30,51472000,88.049,2024-07-30,(주)하우엔지니어링건축사사무소,손병찬,문수필,"경상남도 양산시 물금읍 증산역로149, 204호 (세영프라자)"
토양오염복원공사 - 사업장폐기물처리(특23-9),제5067부대,269095900,2024-07-30,218223320,81.188,2024-07-30,주식회사 와이에스워터,이호진,이호진,인천광역시 서구 건지로153번길 32-1()
24년 9사단 얼음정수기 임차용역,제9보병사단사령부,142560000,2024-07-30,124403558,87.749,2024-08-01,만물상,김은철,김은철,전북특별자치도 김제시 신풍길224-0 (요촌동)
24년 표준설계도 제개정 설계용역,국방시설본부,176470588,2024-07-30,153692000,86.903,2024-07-30,주식회사 건보엔지니어링건축사사무소,송영주,송영주,"경기도 성남시 분당구 정자일로1, 비동 1304호(금곡동, 코오롱트리폴리스1)"
(24F117-I) 24년 육로여객 수송용역(서부),국군재정관리단,221156039,2024-07-30,209788600,95.256,2024-07-30,두레고속관광(주),장근수,태소정,경기도 구리시 건원대로34번길27-0 (인창동) 지하1층 115호
민간우수체계기반 전평시 민군 수송물류업무 협력연구,공군군수사령부,49019607,2024-07-31,37500000,76.125,2024-07-31,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
상비병력 규모 최적 결정을 위한 제도 조합 방안 연구,국방부(운영지원과),0,2024-07-31,44891000,91.661,2024-08-20,국방대학교산학협력단,이문걸,이다인,충청남도 논산시 양촌면 황산벌로1040
「국방혁신 4.0 기본계획」 수정1호 발전방안 연구,국방부(운영지원과),0,2024-07-31,30900000,91.285,2024-08-21,(사)한국전략문제연구소,박정기,박병희,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
24-2차 동명부대 재보급물자 수송관리용역,국군수송사령부,223241176,2024-07-31,195485000,87.751,2024-07-31,세계실업 주식회사,이대형,송경순,대구광역시 북구 검단공단로 92-16()
24년 해군 중요시설경계시스템 유지보수 용역,해군군수사령부,325000000,2024-07-31,279608430,85.704,2024-07-31,한일통신 주식회사,강창선,김지은,"대전광역시 유성구 테크노8로28, 2층(용산동)"
(24F204-I) 음식물 폐기물 감량기 임차용역,국군재정관리단,315575294,2024-07-31,272889576,86.409,2024-07-31,에코스마트 주식회사,이현주,정하늘,경기도 화성시 팔탄면 무하로156번길9-0
[24-육-160] 군 보수체계 개선을 위한 연구,육군본부,28394000,2024-08-01,28050000,98.784,2024-08-04,한국법제연구원,한영수,이기영,세종특별자치시  국책연구원로15-0 (반곡동)
24-N-후반기 합동상륙훈련 선박임차 용역,국군재정관리단,1629200000,2024-08-01,1494000000,91.068,2024-08-01,현대글로비스 주식회사,이규복,조재환,"서울특별시 성동구 왕십리로83-21 (성수동1가, 아크로 서울포레스트)"
24~27-N-00사 식기세척기(4대) 임차용역 ,국군재정관리단,72350000,2024-08-01,63763470,87.784,2024-08-01,필립시스템,김재롱,김재롱,경기도 김포시 대곶면 대곶북로158번길1-0 204호(창고동)
국제상업 해상운송(미동부지역),방위사업청,117,2024-08-02,94,80.271,2024-08-02,선진로지스틱스(주),정유진,유승민,"서울특별시 강동구 양재대로 1553, 선진빌딩4층(천호동)"
국제상업 해상운송(미서부지역),방위사업청,88,2024-08-02,79,87.835,2024-08-02,세방익스프레스 (주),김종선,김일수,"서울특별시 강남구 선릉로 433,(역삼동, 세방빌딩 8층)"
국제상업 해상운송(유럽1지역),방위사업청,82,2024-08-02,67,81.568,2024-08-02,(주)스카이로드,김영찬,정재익,"서울특별시 강서구 방화대로381(방화동, 스카이 1997)"
국제상업 해상운송(유럽2지역),방위사업청,76,2024-08-02,61,81.428,2024-08-02,우원해운항공(주),윤왕용,박상진,"서울특별시 금천구 가산디지털1로 219, 벽산디지털밸리 6차 1516호(가산동)"
국제상업 해상운송(아시아지역),방위사업청,65,2024-08-02,53,81.538,2024-08-02,주식회사 파빅스로지스틱스,박용찬,박용찬,서울특별시 중랑구 신내역로111 (신내동) 신내SK V1센터 A-923
국제상업 항공운송(유럽지역),방위사업청,58,2024-08-02,51,87.385,2024-08-02,(주)파멕스해운항공,차정준,박창수,서울특별시 중구 퇴계로141-7 (충무로2가) 16층 1603호
국제상업 항공운송(미국및기타지역),방위사업청,87,2024-08-02,70,80.163,2024-08-02,씨제이대한통운 주식회사,신영수,정성욱,"서울특별시 종로구 종로5길7, Tower 8"
(24F061-A)  음식물류 쓰레기 폐기물 위탁처리 용역,국군재정관리단,130764700,2024-08-02,110097000,84.32,2024-08-02,사계절환경,최원희,최원희,"경기도 안산시 단원구 광덕2로50-3, 316호 (초지동)"
24-덕-수송정 1척 이송 예인 용역(2),제9691부대,27500000,2024-08-05,26000000,94.794,2024-08-06,해상해운,반학수,반학수,인천광역시 중구 축항대로118번길29-25(항동7가)
24년 급식 민간위탁배송(부대조달 경북권),제6335부대,1859876760,2024-08-06,1788600000,96.047,2024-08-06,대신로지스틱스 주식회사,양임석,최윤석,"서울특별시 송파구 오금로46길5-0 (가락동, 보성빌딩) 3층"
24~27년 얼음정수기 임차용역,제1968부대,622080000,2024-08-06,516486330,83.119,2024-08-07,디에이치바이오,김단희,김단희,"경기도 수원시 영통구 광교중앙로170, 1동 5층 7호 507호(하동, 광교 효성해링턴 타워)"
(24F163-I) 24년 얼음 냉온정수기 임차,국군재정관리단,201600000,2024-08-06,176929000,87.749,2024-08-06,네이션,김우진,김우진,"서울특별시 강북구 삼양로27길19, 208동 1401호(미아동, 삼성래미안트리베라아파트)"
사단 간부숙소 신축 선행연구 용역,제5019부대,90707350,2024-08-07,44500000,49.192,2024-08-07,(사)국방시설연구협회,정주교,이도제,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)"
24-P-용-04 부대이전사업 전략환경영향평가 용역,제9227부대,177780000,2024-08-07,155345900,87.82,2024-08-07,주식회사 천마이앤씨,박창규,서혜련,"경상북도 영천시 중앙동1길51, 2층 201호(문외동)"
24년 00부대 얼음정수기 임차용역,제6755부대,243000000,2024-08-08,213290000,87.746,2024-08-08,멎지,편윤경,편윤경,전라남도 고흥군 남양면 월악선무정길55
지휘헬기-II 기종결정 평가방안에 관한 정책연구용역,방위사업청(운영지원과),0,2024-08-08,41850000,93,2024-09-06,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
함정 선체(갑판) 청락/도장 용역,해군군수사령부,584000000,2024-08-08,514680000,88.02,2024-08-08,수일종합환경 주식회사,서영완,오민희,부산광역시 동구 중앙대로180번길 12-10()
(24F206-I) 기화성 부식방지제 활용 치장용역,국군재정관리단,1248915952,2024-08-08,1000000000,80.05,2024-08-08,주식회사 지러스트,김지택,배원호,경기도 광명시 새빛공원로67-0 (일직동) 자이타워B-1506
생물안전3등급실험실(BL-3) 운영 컨설팅 용역,국군의무사령부,40800000,2024-08-09,35700000,86.976,2024-08-12,주식회사 한양이엔지,이정민,최중석,"서울특별시 금천구 가산디지털2로70, 9층 916호(가산동, 대륭테크노타운19차)"
24년 김해기지 부대소개영상 제작 용역,공군제5공중기동비행단,60587254,2024-08-12,55000000,91.036,2024-08-30,주식회사 씨엘엠스타일,윤찬원,윤정인,"서울특별시 서초구 반포대로88, 5층(서초동, 반석빌딩)"
[24-육-170] 안전문화 콘텐츠 제작,육군본부,30000000,2024-08-12,14900000,49.509,2024-08-18,트렌드코리아 주식회사,장태준,장태준,"경기도 시흥시 월곶해안로149-1 (월곶동) 에이동, 202호"
9사단 사령부 병영식당 민간위탁 급식용역 ,제9보병사단사령부,0,2024-08-12,5219500000,100,2024-09-30,주식회사 동원홈푸드,정문목,염은혜,"서울특별시 서초구 마방로68(양재동, 동원산업빌딩)"
통신가설차 경미한 성능개량 사업분석,방위사업청(운영지원과),0,2024-08-12,44000000,88,2024-10-22,사단법인 미래안보산업전략연구원,박종재,정영숙,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호
